nct_id,rule_id,rule_type,type,identifier,field,operator,value,unit,raw_text,confidence,parsing_timestamp,condition
NCT04960618,exc009,exclusion,condition,"[""general""]",condition,=,,,A male participant must agree to use a contraception as detailed in Appendix C of this protocol from screening and through 6 months after the last dose of gemcitabine or 120 days after the last dose o,0.85,2025-11-09T01:47:00.755478,cancer
NCT04960618,exc010,exclusion,condition,"[""general""]",condition,=,,,a: Criteria must be met without erythropoietin dependency and without packed red blood cell (pRBC) transfusion within last 2 weeks.,0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,inc001,inclusion,condition,"[""diagnosis"", ""cancer""]",diagnosis,=,cancer,,* Subjects must have diagnosis of B acute lymphoblastic leukemia harboring the t(9;22) translocation (Philadelphia chromosome positive acute lymphoblastic leukemia \[Ph+ ALL\]) or Ph+ mixed phenotype ,0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,inc002,inclusion,condition,"[""diagnosis"", ""cancer""]",diagnosis,=,cancer,,Diagnosis of MPAL will only be considered for enrollment during the dose finding period. Participants with MPAL will be enrolled for induction therapy only,0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,inc003,inclusion,condition,"[""diagnosis"", ""cancer""]",diagnosis,=,cancer,,All individuals must have a bone marrow biopsy completed during the screening period. Patients with central nervous system (CNS) disease will be included,0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,inc004,inclusion,condition,"[""general""]",condition,=,,,"Expression of CD19 by flow cytometry on bone marrow, if individual has received prior chimeric antigen receptor (CAR) T therapy. If CD19 negative, enrollment may be considered for induction treatment ",0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,inc005,inclusion,condition,"[""general""]",condition,=,,,"Newly diagnosed subjects must have received no prior treatment for their ALL with the exception of steroids (prednisone, dexamethasone), hydrea or IT methotrexate. Individuals may receive pre-treatmen",0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,inc006,inclusion,condition,"[""diagnosis"", ""cancer""]",diagnosis,=,cancer,,"Individuals with relapsed disease may not have had prior treatment with dasatinib, however treatment with other tyrosine kinases is permitted",0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,inc007,inclusion,condition,"[""general""]",condition,=,,,"At least 3 half-lives must have passed before cycle 1 day 1 (C1D1) for participants that have used strong CYP3A inhibitors (such as fluconazole, ketoconazole and clarithromycin) prior to enrollment",0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,inc008,inclusion,condition,"[""general""]",condition,=,,,"At least 3 half-lives must have passed before cycle 1 day 3 (C1D3) for participants that have used moderate CYP3A inhibitors (such as fluconazole, ketoconazole and clarithromycin), strong or moderate ",0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,inc009,inclusion,condition,"[""general""]",condition,=,,,At least 4 weeks must have passed before (C1D3) for participants that have recently received a live vaccine,0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,inc010,inclusion,demographic,"[""age""]",age,>=,18,years,Age \>= 18 years. All participants irrespective of their gender identity and members of all races and ethnic groups will be included,0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,exc001,exclusion,condition,"[""general""]",condition,=,,,"* For newly diagnosed subjects: who have received treatment with cytotoxic chemotherapy, radiotherapy or immunotherapy for their ALL/MPAL, or prior dasatinib treatment. For relapsed subjects: prior da",0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,exc002,exclusion,condition,"[""general""]",condition,=,,,Subjects who have received any investigational agents or subjects who are taking investigational or commercial agents or therapies with the intent to treat the subject's malignancy within seven days o,0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,exc003,exclusion,condition,"[""general""]",condition,=,,,"Subjects with chronic myelogenous leukemia (CML) in myeloid blast crisis, Ph+ acute myeloid leukemia (AML) or acute leukemia lineage that cannot be classified based on existing criteria (e.g., from th",0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,exc004,exclusion,condition,"[""general""]",condition,=,,,Subjects with clinically serious infections as determined by the provider requiring ongoing antibiotic therapy. This does not include antibiotic treatment for neutropenic fever,0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,exc005,exclusion,condition,"[""general""]",condition,=,,,Individuals with a pleural or pericardial effusion of any grade,0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,exc006,exclusion,condition,"[""medical_history""]",medical_history,excludes,present,,Subjects with a history of allergic reactions attributed to compounds of similar chemical or biologic composition to dasatinib or other agents used in the study,0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,exc007,exclusion,condition,"[""general""]",condition,=,,,"Subjects who have undergone stem cell transplant must be at least 100 days after transplant, and without active treatment for graft versus host disease (GVHD) other than topical medications",0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,exc008,exclusion,condition,"[""general""]",condition,=,,,"Subjects with uncontrolled cardiac illness including but not limited to, symptomatic congestive heart failure, unstable angina pectoris, clinically significant ventricular arrhythmias (such as ventric",0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,exc009,exclusion,condition,"[""general""]",condition,=,,,Subjects with diagnosed congenital prolonged QT syndrome,0.85,2025-11-09T01:47:00.755478,cancer
NCT04872790,exc010,exclusion,condition,"[""pregnancy_status""]",pregnancy_status,=,pregnant,,Pregnant persons are excluded from this study because dasatinib is a pregnancy category D agent with the potential for teratogenic or abortifacient effects. Because there is an unknown but potential r,0.85,2025-11-09T01:47:00.755478,cancer
NCT06749210,inc001,inclusion,condition,"[""diagnosis"", ""cancer""]",diagnosis,=,cancer,,* Breast Cancer (BC) diagnosis of Stage I-IV including metastatic disease,0.85,2025-11-09T01:47:00.755478,cancer
NCT06749210,inc002,inclusion,condition,"[""general""]",condition,=,,,completed taxane-based chemotherapy for BC at least 3 months ago (no limit on how long ago),0.85,2025-11-09T01:47:00.755478,cancer
NCT06749210,inc003,inclusion,condition,"[""general""]",condition,=,,,symptomatic for chemotherapy-induced neuropathy (self-report),0.85,2025-11-09T01:47:00.755478,cancer
NCT06749210,inc004,inclusion,condition,"[""general""]",condition,=,,,postural control score that indicates potential fall-risk,0.85,2025-11-09T01:47:00.755478,cancer
NCT06749210,inc005,inclusion,condition,"[""general""]",condition,=,,,able to understand and comply with directions associated with testing and study treatments,0.85,2025-11-09T01:47:00.755478,cancer
NCT06749210,exc001,exclusion,condition,"[""general""]",condition,=,,,* pre-existing vestibular dysfunction,0.85,2025-11-09T01:47:00.755478,cancer
NCT06749210,exc002,exclusion,condition,"[""general""]",condition,=,,,poorly controlled diabetes (hgA1C\>=8),0.85,2025-11-09T01:47:00.755478,cancer
NCT06749210,exc003,exclusion,condition,"[""general""]",condition,=,,,non-ambulatory (assistive and prosthetic devices allowed),0.85,2025-11-09T01:47:00.755478,cancer
NCT06749210,exc004,exclusion,condition,"[""general""]",condition,=,,,hearing impairment resulting in less than 10% hearing bilaterally,0.85,2025-11-09T01:47:00.755478,cancer
NCT06749210,exc005,exclusion,condition,"[""general""]",condition,=,,,"contraindication to participate in the experimental physical activity per the treating oncologist due to additional condition (e.g., herniated disc, unstable bone metastases)",0.85,2025-11-09T01:47:00.755478,cancer
NCT06749210,exc006,exclusion,condition,"[""general""]",condition,=,,,"currently in activity-based therapy (e.g., physical therapy, occupational therapy). May enroll if still meet eligibility criteria once activity-based therapy is complete.",0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,inc001,inclusion,condition,"[""general""]",condition,=,,,* Documented informed consent of the participant and/or legally authorized representative.,0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,inc002,inclusion,condition,"[""general""]",condition,=,,,"Assent, when appropriate, will be obtained per institutional guidelines",0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,inc003,inclusion,condition,"[""general""]",condition,=,,,Agreement to allow the use of archival tissue from diagnostic tumor biopsies,0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,inc004,inclusion,condition,"[""diagnosis"", ""cancer""]",diagnosis,=,cancer,,"Karnofsky Performance Status (KPS) \>= 60% except for loss of mobility due to disease involvement; e.g., confinement to a wheelchair due to spinal cord compression",0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,inc005,inclusion,condition,"[""general""]",condition,=,,,Life expectancy \> 4 weeks,0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,inc006,inclusion,condition,"[""general""]",condition,=,,,Participant has a prior histologically-confirmed malignant brain neoplasm and has progressed after prior conventional therapy,0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,inc007,inclusion,condition,"[""diagnosis"", ""cancer""]",diagnosis,=,cancer,,Radiographic evidence of progression/recurrence of the measurable disease more than 12 weeks after the end of the initial conventional therapy (including initial radiation therapy),0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,inc008,inclusion,condition,"[""diagnosis"", ""cancer""]",diagnosis,=,cancer,,City of Hope (COH) clinical pathology confirms IL13Ralpha2+ tumor expression by immunohistochemistry (IHC) at the initial tumor presentation or recurrent disease (H-score \>= 50),0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,inc009,inclusion,condition,"[""general""]",condition,=,,,"If the participant has a shunt, it must be programmable and the participant must be able to tolerate the shunt being switched off for at least 2 consecutive days",0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,inc010,inclusion,condition,"[""general""]",condition,=,,,"Platelets \>= 50,000/mm\^3 (performed within 6 weeks of signing the main informed consent)",0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,exc001,exclusion,condition,"[""general""]",condition,=,,,* Pulmonary: Research participant requires supplemental oxygen to keep saturation greater than 95% and the situation is not expected to resolve within 2 weeks,0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,exc002,exclusion,condition,"[""general""]",condition,=,,,Cardiac: Research participant requires pressor support and/or has symptomatic cardiac arrhythmias,0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,exc003,exclusion,condition,"[""general""]",condition,=,,,Renal: Research participant requires dialysis,0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,exc004,exclusion,condition,"[""general""]",condition,=,,,Neurologic: Research participant has uncontrolled seizure activity and/or clinically evident progressive encephalopathy,0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,exc005,exclusion,condition,"[""general""]",condition,=,,,Failure of research participant to understand the basic elements of the protocol and/or the risks/benefits of participating in this phase I study. A legal guardian may substitute for the research part,0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,exc006,exclusion,condition,"[""general""]",condition,=,,,"Research participant with any non-malignant intercurrent illness which is either poorly controlled with currently available treatment, or which is of such severity that the study team deems it unwise ",0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,exc007,exclusion,condition,"[""general""]",condition,=,,,Research participant with any other active malignancies,0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,exc008,exclusion,condition,"[""general""]",condition,=,,,Research participant being treated for severe infection or recovering from major surgery is ineligible until recovery is deemed complete by the study team,0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,exc009,exclusion,condition,"[""general""]",condition,=,,,Research participant with any uncontrolled illness including ongoing or active infection. Research participant with known active hepatitis B or C infection; research participant with any signs or symp,0.85,2025-11-09T01:47:00.755478,cancer
NCT04510051,exc010,exclusion,condition,"[""general""]",condition,=,,,Research participant who has confirmed HIV positivity within 4 weeks of enrollment,0.85,2025-11-09T01:47:00.755478,cancer
NCT00598351,inc001,inclusion,condition,"[""general""]",condition,=,,,"To be eligible for entry into the study, candidates must meet all the following criteria:",0.85,2025-11-09T01:47:00.755478,cancer
NCT00598351,inc002,inclusion,condition,"[""diagnosis"", ""cancer""]",diagnosis,=,cancer,,Have the diagnosis of NF2 by established clinical criteria or genetic testing.,0.85,2025-11-09T01:47:00.755478,cancer
NCT00598351,inc003,inclusion,demographic,"[""age""]",age,=,,,Be between the age of 8 and 75.,0.85,2025-11-09T01:47:00.755478,cancer
NCT00598351,inc004,inclusion,condition,"[""general""]",condition,=,,,Have the capacity to undergo serial MRI scanning of the CNS without IV sedation.,0.85,2025-11-09T01:47:00.755478,cancer
NCT00598351,inc005,inclusion,condition,"[""general""]",condition,=,,,"Able to give informed consent, or have a parent able to provide informed consent if a child.",0.85,2025-11-09T01:47:00.755478,cancer
NCT00598351,exc001,exclusion,condition,"[""general""]",condition,=,,,Candidates will be excluded if they:,0.85,2025-11-09T01:47:00.755478,cancer
NCT00598351,exc002,exclusion,condition,"[""general""]",condition,=,,,"Have a clinically unstable condition that precludes serial clinical and imaging evaluation (i.e. Class 3 congestive heart failure, severe chronic renal insufficiency, severe chronic obstructive pulmon",0.85,2025-11-09T01:47:00.755478,cancer
NCT00598351,exc003,exclusion,condition,"[""general""]",condition,=,,,"Cannot have an MRI scan due to an allergy or relative contraindication to MRI contrast agents, prior surgery or implant that involves metal clips or wires, which might be expected to cause tissue dama",0.85,2025-11-09T01:47:00.755478,cancer
NCT00598351,exc004,exclusion,condition,"[""general""]",condition,=,,,ABIs or cochlear implants are not approved by the NIH Radiology department for safe use on NIH scanners..,0.85,2025-11-09T01:47:00.755478,cancer
NCT00598351,exc005,exclusion,condition,"[""general""]",condition,=,,,"Have severe chronic renal insufficiency (glomerular filtration rate less than 30 mL/min/1.73 m2), hepatorenal syndrome or post-liver transplantation.",0.85,2025-11-09T01:47:00.755478,cancer
NCT00598351,exc006,exclusion,condition,"[""pregnancy_status""]",pregnancy_status,=,pregnant,,Are pregnant at time of intake visit (women of childbearing age will be tested with a urine pregnancy test).,0.85,2025-11-09T01:47:00.755478,cancer
NCT06129539,inc001,inclusion,condition,"[""diagnosis"", ""diabetes""]",diagnosis,=,diabetes,,1. Diagnosis of central precocious puberty.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,inc002,inclusion,demographic,"[""age""]",age,=,,,"Onset of development of sex characteristics (i.e., breast development in girls or testicular enlargement in boys according to the Tanner method) before the age of 8 years in girls and 9 years in boys.",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,inc003,inclusion,condition,"[""general""]",condition,=,,,"Initially, only participants aged (a) 5 to 8 years inclusive (i.e., \<9 years) are eligible. The Sponsor will determine based on the recommendation of the DMC following the interim analysis whether pa",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,inc004,inclusion,condition,"[""general""]",condition,=,,,Participant to receive at least 1 year of gonadotropin-releasing hormone agonist (GnRHa) therapy from study treatment start.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,inc005,inclusion,condition,"[""general""]",condition,=,,,"(a) Pre-treated participants: Start of initial GnRHa therapy no later than 18 months after onset of the first signs of CPP.

   (b) Treatment-naive participants: Start of Debio 4326 treatment no later",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,inc006,inclusion,demographic,"[""age""]",age,>=,1,years,"(a) Pre-treated participants: Difference between bone age (Greulich and Pyle method) and chronological age of ≥1 year based on historical values at the initiation of the GnRHa therapy.

   (b) Treatme",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,inc007,inclusion,condition,"[""general""]",condition,=,,,"(a) Pre-treated participants: Pubertal-type LH response (LH ≥6 IU/L) following a GnRH/GnRHa stimulation test, or random non-stimulated serum LH \>0.5 IU/L (if considered local standard of care), based",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,inc008,inclusion,condition,"[""general""]",condition,=,,,"(a) Pre-treated participants: Clinical evidence of puberty, defined as Tanner Staging ≥2 for breast development for girls and testicular volume ≥4 milliliter (mL) (cubic centimeter \[cc\]) for boys, p",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,exc001,exclusion,condition,"[""general""]",condition,=,,,1. Gonadotropin-independent (peripheral) precocious puberty: gonadotropin-independent gonadal or adrenal sex steroid secretion.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,exc002,exclusion,condition,"[""general""]",condition,=,,,"(a) Pre-treated participants: Non-progressing, isolated premature thelarche prior to the initial GnRHa therapy.

   (b) Treatment-naive participants: Non-progressing, isolated premature thelarche.",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,exc003,exclusion,condition,"[""general""]",condition,=,,,Presence of an unstable intracranial tumor or an intracranial tumor potentially requiring neurosurgery or cerebral irradiation. Participants with hamartomas not requiring surgery are eligible.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,exc004,exclusion,condition,"[""general""]",condition,=,,,"Any other condition or chronic illness possibly interfering with growth (e.g., renal failure, diabetes, moderate to severe scoliosis, previously treated intracranial tumor).",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,exc005,exclusion,condition,"[""general""]",condition,=,,,"Other than GnRHa therapy in pre-treated participants, any ongoing treatment with a potential effect on serum levels of gonadotropins or sex steroids, or possibly interfering with growth, opioids, cent",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,exc006,exclusion,condition,"[""general""]",condition,=,,,"Prior or current therapy with medroxyprogesterone acetate, growth hormone, or Insulin-like growth factor-1 (IGF-1).",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,exc007,exclusion,condition,"[""medical_history""]",medical_history,excludes,present,,"Diagnosis of short stature, i.e., more than 2.25 standard deviations (SD) below the mean height-for-age.",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,exc008,exclusion,condition,"[""medical_history""]",medical_history,excludes,present,,"Known history of seizures, epilepsy, and/or central nervous system disorders that may have been associated with seizures or convulsions.",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,exc009,exclusion,condition,"[""general""]",condition,=,,,Prior (within 2 months of study treatment start) or current use of medications that have been associated with seizures or convulsions.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06129539,exc010,exclusion,condition,"[""general""]",condition,=,,,"Use of anticoagulants (heparin or coumarin derivatives).

Note: Other inclusion/exclusion criteria mentioned in the protocol may apply.",0.85,2025-11-09T01:47:00.755478,diabetes
NCT04641702,inc001,inclusion,demographic,"[""age""]",age,=,,,"1. Male or female patients, age 18 and above.",0.85,2025-11-09T01:47:00.755478,diabetes
NCT04641702,inc002,inclusion,condition,"[""diagnosis"", ""diabetes""]",diagnosis,=,diabetes,,"Evaluated by Emory Digestive Diseases Clinic, Emory Motility Lab, the Emory Endoscopy Unit, or Emory Surgery Department from October 1, 2020, to September 30, 2024.",0.85,2025-11-09T01:47:00.755478,diabetes
NCT04641702,inc003,inclusion,condition,"[""diagnosis"", ""diabetes""]",diagnosis,=,diabetes,,Has a diagnosis of achalasia or an esophageal motility disorder with confirmed evaluation by one of the following modalities: functional lumen imaging probe (FLIP) or high-resolution esophageal manome,0.85,2025-11-09T01:47:00.755478,diabetes
NCT04641702,inc004,inclusion,condition,"[""general""]",condition,=,,,Undergoing a diagnostic Functional Lumen Imaging Probe (FLIP) study at Emory University Hospital with anesthesia assistance (for Aim 1),0.85,2025-11-09T01:47:00.755478,diabetes
NCT04641702,inc005,inclusion,condition,"[""general""]",condition,=,,,Undergoing Heller myotomy or per oral endoscopic myotomy for the treatment of their esophageal motility disorder (for Aim 2),0.85,2025-11-09T01:47:00.755478,diabetes
NCT04641702,exc001,exclusion,condition,"[""general""]",condition,=,,,1. Patients younger than 18 years old,0.85,2025-11-09T01:47:00.755478,diabetes
NCT04641702,exc002,exclusion,condition,"[""pregnancy_status""]",pregnancy_status,=,pregnant,,Pregnant women,0.85,2025-11-09T01:47:00.755478,diabetes
NCT04641702,exc003,exclusion,condition,"[""general""]",condition,=,,,Non-English speaking - the rationale is that the symptom characterization and outcome data are measured on detailed and fairly lengthy (5-7 pages) of questionnaires written in English with some medica,0.85,2025-11-09T01:47:00.755478,diabetes
NCT04641702,exc004,exclusion,condition,"[""general""]",condition,=,,,Cognitively impaired adults unable to provide informed consent,0.85,2025-11-09T01:47:00.755478,diabetes
NCT04641702,exc005,exclusion,condition,"[""medical_history""]",medical_history,excludes,present,,"Cardiac disease in the form of - arrhythmia requiring ICD or pacemaker, baseline bradycardia with HR \<60 or tachycardia with HR \> 90, congestive heart failure with ejection fraction \<35%, history o",0.85,2025-11-09T01:47:00.755478,diabetes
NCT07128095,inc001,inclusion,demographic,"[""gender""]",gender,=,all,,Male and female participants. Are between the ages of 18-75. Have a resting blood pressure no higher than 150/90 (stage 2 hypertension). Have a BMI below 35 kg/m2 (otherwise healthy). Free from metabo,0.85,2025-11-09T01:47:00.755478,diabetes
NCT07128095,exc001,exclusion,condition,"[""pregnancy_status""]",pregnancy_status,=,pregnant,,"Younger than 18 or older than 30. Have a resting blood pressure \> 150/90. Have a BMI \> 35 Kg/m2 or \< 18 Kg/m2. History of metabolic disease (diabetes or renal disease), pulmonary disorders (e.g., C",0.85,2025-11-09T01:47:00.755478,diabetes
NCT07095673,inc001,inclusion,demographic,"[""age""]",age,=,,,* Adults over the age of 19,0.85,2025-11-09T01:47:00.755478,diabetes
NCT07095673,inc002,inclusion,condition,"[""general""]",condition,=,,,BMI of \> 25,0.85,2025-11-09T01:47:00.755478,diabetes
NCT07095673,exc001,exclusion,condition,"[""general""]",condition,=,,,* Adults with BMI of less than 25,0.85,2025-11-09T01:47:00.755478,diabetes
NCT07095673,exc002,exclusion,condition,"[""general""]",condition,=,,,Adults who are not active:,0.85,2025-11-09T01:47:00.755478,diabetes
NCT07095673,exc003,exclusion,condition,"[""general""]",condition,=,,,with activity participation limitations,0.85,2025-11-09T01:47:00.755478,diabetes
NCT07095673,exc004,exclusion,condition,"[""general""]",condition,=,,,"with disability (physical, mental)",0.85,2025-11-09T01:47:00.755478,diabetes
NCT07095673,exc005,exclusion,condition,"[""general""]",condition,=,,,"impairment (vision, hearing and memory loss, cognitive)",0.85,2025-11-09T01:47:00.755478,diabetes
NCT07095673,exc006,exclusion,condition,"[""general""]",condition,=,,,Alzheimer's disease (AD).,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,inc001,inclusion,condition,"[""general""]",condition,=,,,* Both males and females of all race/ethnic groups are eligible for participation in this study.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,inc002,inclusion,demographic,"[""age""]",age,=,,,at least 18 years of age. The investigators will not limit enrollment based on an upper age provided that the participant meets the other eligibility requirements.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,inc003,inclusion,condition,"[""general""]",condition,=,,,"Body mass index (BMI) of at least 25.0 kg/m2. The investigators will not limit enrollment based on an upper BMI level provided that the participant meets the other eligibility requirements. However, m",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,inc004,inclusion,condition,"[""general""]",condition,=,,,Ability to provide informed consent prior to participation in this study.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,inc005,inclusion,condition,"[""general""]",condition,=,,,Ability to provide clearance from their primary care physician to engage in the diet and physical activity components of the weight loss intervention.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,exc001,exclusion,condition,"[""general""]",condition,=,,,* Report moderate-to-vigorous exercise on \&gt;3 days/week or a total of \&gt;60 min/week over the past 3 months.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,exc002,exclusion,condition,"[""general""]",condition,=,,,Engaging in any style of yoga on an average of at least 1 day/week over the past 3 months.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,exc003,exclusion,condition,"[""general""]",condition,=,,,Report weight loss of 3% or more or participating in a weight reduction diet in the past 3 months.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,exc004,exclusion,condition,"[""general""]",condition,=,,,Currently prescribed an anti-obesity medication.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,exc005,exclusion,condition,"[""pregnancy_status""]",pregnancy_status,=,pregnant,,Females who are pregnant or breastfeeding or reporting a planned pregnancy during the study period.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,exc006,exclusion,condition,"[""medical_history""]",medical_history,excludes,present,,History of bariatric surgery.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,exc007,exclusion,condition,"[""general""]",condition,=,,,Report a current medical condition or treatment for a medical condition that could affect body weight.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,exc008,exclusion,condition,"[""general""]",condition,=,,,"Current congestive heart failure, angina, uncontrolled arrhythmia, symptoms indicative of an increased acute risk for a cardiovascular event, prior myocardial infarction, coronary artery bypass grafti",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,exc009,exclusion,condition,"[""general""]",condition,=,,,"Resting systolic blood pressure of 160 mmHg or more or resting diastolic blood pressure of 100 mmHg or more. If medicated for blood pressure control, the medication dose needs to be stable for at leas",0.85,2025-11-09T01:47:00.755478,diabetes
NCT06636773,exc010,exclusion,condition,"[""general""]",condition,=,,,Eating disorders that would contraindicate weight loss or physical activity.,0.85,2025-11-09T01:47:00.755478,diabetes
NCT05011045,inc001,inclusion,demographic,"[""age""]",age,=,,,* Age 18 years or older,0.85,2025-11-09T01:47:00.755478,dementia
NCT05011045,inc002,inclusion,condition,"[""general""]",condition,=,,,"Treatment with radiation therapy to the brain for a hematologic malignancy (ex. primary central nervous system lymphoma \[PCNSL\], secondary central nervous system lymphoma \[SCNSL\], leukemia, myelom",0.85,2025-11-09T01:47:00.755478,dementia
NCT05011045,inc003,inclusion,condition,"[""general""]",condition,=,,,Proficient and capable of completing tests in English,0.85,2025-11-09T01:47:00.755478,dementia
